# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
34740	Heliconius melpomene	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Papilionoidea,Nymphalidae,Heliconiinae,Heliconiini,Heliconius,Heliconius melpomene	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37572,33415,40037,127322,33416,34740
1280664	Butyrivibrio sp. VCD2006	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio sp. VCD2006	1,131567,2,1239,186801,186802,186803,830,1280664
378806	Stigmatella aurantiaca DW4/3-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella,Stigmatella aurantiaca,Stigmatella aurantiaca DW4/3-1	1,131567,2,1224,68525,28221,29,80811,39,40,41,378806
935863	Luteimonas sp. J29	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. J29	1,131567,2,1224,1236,135614,32033,83614,935863
1288963	Cyclobacteriaceae bacterium AK24	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,unclassified Cyclobacteriaceae,Cyclobacteriaceae bacterium AK24	1,131567,2,68336,976,768503,768507,563798,579921,1288963
935866	Nocardioides sp. J54	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides,Nocardioides sp. J54	1,131567,2,201174,1760,85003,2037,85009,85015,1839,935866
927677	Synechocystis sp. PCC 7509	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechocystis,Synechocystis sp. PCC 7509	1,131567,2,1117,1301283,1118,1142,927677
796606	Bacillus methanolicus MGA3	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methanolicus,Bacillus methanolicus MGA3	1,131567,2,1239,91061,1385,186817,1386,1471,796606
1345695	Clostridium saccharobutylicum DSM 13864	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,Clostridium saccharobutylicum DSM 13864	1,131567,2,1239,186801,186802,31979,1485,169679,1345695
288705	Renibacterium salmoninarum ATCC 33209	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Renibacterium,Renibacterium salmoninarum,Renibacterium salmoninarum ATCC 33209	1,131567,2,201174,1760,85003,2037,85006,1268,1645,1646,288705
354242	Campylobacter jejuni subsp. jejuni 81-176	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,Campylobacter jejuni subsp. jejuni,Campylobacter jejuni subsp. jejuni 81-176	1,131567,2,1224,68525,29547,213849,72294,194,197,32022,354242
10181	Heterocephalus glaber	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Hystricognathi,Bathyergidae,Heterocephalus,Heterocephalus glaber	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9989,33550,10167,10180,10181
1499689	Clostridium sp. LF2	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. LF2	1,131567,2,1239,186801,186802,31979,1485,1499689
1042375	Marinobacterium stanieri S30	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacterium,Marinobacterium stanieri,Marinobacterium stanieri S30	1,131567,2,1224,1236,135622,72275,48075,49186,1042375
1042376	Flavobacteriaceae bacterium S85	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified Flavobacteriaceae,Flavobacteriaceae bacterium S85	1,131567,2,68336,976,117743,200644,49546,61432,1042376
182217	Helicobacter cetorum MIT 00-7128	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cetorum,Helicobacter cetorum MIT 00-7128	1,131567,2,1224,68525,29547,213849,72293,209,138563,182217
927691	Leuconostoc gelidum KCTC 3527	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc gelidum,Leuconostoc gelidum KCTC 3527	1,131567,2,1239,91061,186826,81850,1243,1244,927691
1996	Microtetraspora glauca	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Microtetraspora,Microtetraspora glauca	1,131567,2,201174,1760,85003,2037,85012,2004,1995,1996
1156937	Methylacidiphilum fumariolicum SolV	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,unclassified Verrucomicrobia,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum fumariolicum,Methylacidiphilum fumariolicum SolV	1,131567,2,51290,74201,326457,717963,717964,511745,591154,1156937
223184	Kocuria marina	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Kocuria,Kocuria marina	1,131567,2,201174,1760,85003,2037,85006,1268,57493,223184
1121272	Catelliglobosispora koreensis DSM 44566	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Catelliglobosispora,Catelliglobosispora koreensis,Catelliglobosispora koreensis DSM 44566	1,131567,2,201174,1760,85003,2037,85008,28056,1121253,129052,1121272
2002	Streptosporangium amethystogenes	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Streptosporangium,Streptosporangium amethystogenes	1,131567,2,201174,1760,85003,2037,85012,2004,2000,2002
1487923	Desulfosporosinus sp. HMP52	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus sp. HMP52	1,131567,2,1239,186801,186802,186807,79206,1487923
223192	Togninia minima	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Calosphaeriales,Calosphaeriaceae,Togninia,Togninia minima	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222544,93808,93809,93810,223192
1395516	Pseudomonas moraviensis R28-S	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas moraviensis,Pseudomonas moraviensis R28-S	1,131567,2,1224,1236,72274,135621,286,321662,1395516
1116232	Streptomyces acidiscabies 84-104	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces acidiscabies,Streptomyces acidiscabies 84-104	1,131567,2,201174,1760,85003,2037,85011,2062,1883,42234,1116232
985053	Vulcanisaeta moutnovskia 768-28	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta moutnovskia,Vulcanisaeta moutnovskia 768-28	1,131567,2157,28889,183924,2266,2267,164450,985052,985053
985054	Ruegeria halocynthiae	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria halocynthiae	1,131567,2,1224,28211,204455,31989,97050,985054
1401078	Prevotella buccalis DNF00985	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,Prevotella buccalis DNF00985	1,131567,2,68336,976,200643,171549,171552,838,28127,1401078
665571	Spirochaeta thermophila DSM 6192	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta thermophila,Spirochaeta thermophila DSM 6192	1,131567,2,203691,203692,136,137,146,154,665571
198628	Dickeya dadantii 3937	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,Dickeya dadantii,Dickeya dadantii 3937	1,131567,2,1224,1236,91347,543,204037,204038,198628
1141662	Providencia burhodogranariea DSM 19968	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia burhodogranariea,Providencia burhodogranariea DSM 19968	1,131567,2,1224,1236,91347,543,586,516074,1141662
1476583	Deinococcus phoenicis	species	root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus phoenicis	1,131567,2,1297,188787,118964,183710,1298,1476583
713586	Thioalkalivibrio thiocyanodenitrificans ARhD 1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio thiocyanodenitrificans,Thioalkalivibrio thiocyanodenitrificans ARhD 1	1,131567,2,1224,1236,135613,72276,106633,243063,713586
665577	Streptomyces viridosporus T7A	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces viridosporus,Streptomyces viridosporus T7A	1,131567,2,201174,1760,85003,2037,85011,2062,1883,67581,665577
1217652	Acinetobacter brisouii ANC 4119	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter brisouii,Acinetobacter brisouii ANC 4119	1,131567,2,1224,1236,72274,468,469,396323,1217652
59374	Fibrobacter succinogenes subsp. succinogenes S85	no rank	root,cellular organisms,Bacteria,Fibrobacteres/Acidobacteria group,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter succinogenes,Fibrobacter succinogenes subsp. succinogenes,Fibrobacter succinogenes subsp. succinogenes S85	1,131567,2,131550,65842,204430,218872,204431,832,833,834,59374
1219581	Actinomyces sp. S4-C9	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Actinomycineae,Actinomycetaceae,Actinomyces,Actinomyces sp. S4-C9	1,131567,2,201174,1760,85003,2037,85005,2049,1654,1219581
10224	Saccoglossus kowalevskii	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Hemichordata,Enteropneusta,Harrimaniidae,Saccoglossus,Saccoglossus kowalevskii	1,131567,2759,33154,33208,6072,33213,33511,10219,10220,10221,10222,10224
1294142	Clostridium intestinale URNW	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium intestinale,Clostridium intestinale URNW	1,131567,2,1239,186801,186802,31979,1485,36845,1294142
10228	Trichoplax adhaerens	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Placozoa,Trichoplax,Trichoplax adhaerens	1,131567,2759,33154,33208,10226,10227,10228
1349822	Coprobacter fastidiosus NSB1	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter,Coprobacter fastidiosus,Coprobacter fastidiosus NSB1	1,131567,2,68336,976,200643,171549,171551,1348911,1099853,1349822
1248760	Blastomonas sp. AAP53	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas sp. AAP53	1,131567,2,1224,28211,204457,41297,150203,1248760
1463864	Streptomyces sp. NRRL F-5630	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces sp. NRRL F-5630	1,131567,2,201174,1760,85003,2037,85011,2062,1883,1463864
2045	Pimelobacter simplex	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Pimelobacter,Pimelobacter simplex	1,131567,2,201174,1760,85003,2037,85009,85015,2044,2045
329726	Acaryochloris marina MBIC11017	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Acaryochloris,Acaryochloris marina,Acaryochloris marina MBIC11017	1,131567,2,1117,1301283,1118,155977,155978,329726
449447	Microcystis aeruginosa NIES-843	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystis,Microcystis aeruginosa,Microcystis aeruginosa NIES-843	1,131567,2,1117,1301283,1118,1125,1126,449447
1280001	Vibrio jasicida MWB 21	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio jasicida,Vibrio jasicida MWB 21	1,131567,2,1224,1236,135623,641,662,766224,1280001
436229	Streptacidiphilus jeojiense	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus jeojiense	1,131567,2,201174,1760,85003,2037,85011,2062,228398,436229
264198	Ralstonia eutropha JMP134	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pinatubonensis,Ralstonia eutropha JMP134	1,131567,2,1224,28216,80840,119060,106589,248026,264198
2055	Gordonia terrae	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Gordoniaceae,Gordonia,Gordonia terrae	1,131567,2,201174,1760,85003,2037,85007,85026,2053,2055
1370120	Mycobacterium sp. UM_WGJ	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_WGJ	1,131567,2,201174,1760,85003,2037,85007,1762,1763,1370120
67593	Phytophthora sojae	species	root,cellular organisms,Eukaryota,Stramenopiles,Oomycetes,Peronosporales,Phytophthora,Phytophthora sojae	1,131567,2759,33634,4762,4776,4783,67593
231434	Beijerinckia mobilis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia mobilis	1,131567,2,1224,28211,356,45404,532,231434
264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,Zymomonas mobilis subsp. mobilis,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	1,131567,2,1224,28211,204457,41297,541,542,120045,264203
935948	Caldanaerobius polysaccharolyticus DSM 13641	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobius,Caldanaerobius polysaccharolyticus,Caldanaerobius polysaccharolyticus DSM 13641	1,131567,2,1239,186801,68295,186814,862261,44256,935948
1370125	Mycobacterium iranicum UM_TJL	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium iranicum,Mycobacterium iranicum UM_TJL	1,131567,2,201174,1760,85003,2037,85007,1762,1763,912594,1370125
469008	Escherichia coli BL21(DE3)	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli BL21(DE3)	1,131567,2,1224,1236,91347,543,561,562,469008
1154757	Leuconostoc pseudomesenteroides 4882	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,Leuconostoc pseudomesenteroides 4882	1,131567,2,1239,91061,186826,81850,1243,33968,1154757
755731	Clostridium sp. BNL1100	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. BNL1100	1,131567,2,1239,186801,186802,31979,1485,755731
387092	Nitratiruptor sp. SB155-2	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,unclassified Epsilonproteobacteria,Nitratiruptor,Nitratiruptor sp. SB155-2	1,131567,2,1224,68525,29547,34035,269258,387092
387093	Sulfurovum sp. NBC37-1	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,unclassified Epsilonproteobacteria,Sulfurovum,Sulfurovum sp. NBC37-1	1,131567,2,1224,68525,29547,34035,265570,387093
190486	Xanthomonas axonopodis pv. citri str. 306	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri group,Xanthomonas citri,Xanthomonas citri pv. citri,Xanthomonas axonopodis pv. citri str. 306	1,131567,2,1224,1236,135614,32033,338,643453,346,434928,190486
34839	Chinchilla lanigera	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Hystricognathi,Chinchillidae,Chinchilla,Chinchilla lanigera	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9989,33550,10150,10151,34839
1414719	Corynebacterium sp. JCB	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. JCB	1,131567,2,201174,1760,85003,2037,85007,1653,1716,1414719
2074	Pseudonocardia autotrophica	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia autotrophica	1,131567,2,201174,1760,85003,2037,85010,2070,1847,2074
706587	Desulfomonile tiedjei DSM 6799	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei,Desulfomonile tiedjei DSM 6799	1,131567,2,1224,68525,28221,213462,213468,2357,2358,706587
452637	Opitutus terrae PB90-1	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,Opitutus terrae PB90-1	1,131567,2,51290,74201,414999,415000,134623,178440,107709,452637
452638	Polynucleobacter necessarius subsp. necessarius STIR1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter necessarius,Polynucleobacter necessarius subsp. necessarius,Polynucleobacter necessarius subsp. necessarius STIR1	1,131567,2,1224,28216,80840,119060,44013,576610,44014,452638
1296415	Aquimarina sp. SW150	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. SW150	1,131567,2,68336,976,117743,200644,49546,290174,1296415
1296416	Aquimarina megaterium XH134	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina megaterium,Aquimarina megaterium XH134	1,131567,2,68336,976,117743,200644,49546,290174,1443666,1296416
